Latitude,Longitude,ID,Title,Description,Group,Timed ,Campus,Zone,Location,Get to Know Rutgers,Experience the Arts & Humanities,Science & Technology,All Things Green,Health and Wellness,Business and Careers,Sports and Recreation,Kids Stuff,Alumni
40.500739,-74.447131,473,Scarlet Family Feud,Test your Rutgers knowledge in a fast-paced trivia game. Fun for the whole family!,Undergraduate Admissions,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,no,no,Yes,no
40.502841,-74.451756,475,RWJ at Rutgers Day,"So much to see and do! Robotic surgery, brain games, a tour of a kid-friendly transport vehicle, and more.",Robert Wood Johnson University Hospital,no,College Avenue,Student Center Area,,Yes,no,no,no,Yes,no,no,no,no
40.499659,-74.446396,476,Saint Peter's Teddy Bear Clinic,Bring your teddy bear and play doctor. A pediatrician and hospital professionals will answer your questions!,Saint Peter's Healthcare System,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,Yes,no,no,Yes,no
40.4994,-74.446519,477,Saint Peter's Free Health Screenings,"Visit our Community Mobile Health Unit for free blood pressure and blood sugar screenings, plus other health information.",Saint Peter's Healthcare System,no,College Avenue,Voorhees Mall Area,Hamilton Street,Yes,no,no,no,Yes,no,no,no,no
40.501093,-74.447605,482,All the World's Our Stage,"Enjoy a multimedia performance installation by theater students and faculty, highlighting our global connections.",Department of Theater,no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,Yes,no
40.499141,-74.44637,483,Rutgers Historical Characters,"Meet six notable personages from Rutgers history, portrayed by professional and student actors.",Department of Theater,no,College Avenue,Old Queens Area,"Old Queens Building, back lawn",Yes,Yes,no,no,no,no,no,Yes,no
40.502709,-74.45059,484,Meet Iota Phi Theta,"Talk with members of a fraternity that is ""building a tradition, not resting on one.""",Iota Phi Theta,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502607,-74.450226,485,Beatbox with ShockWave,Let members of Rutgers' only all-female a cappella group show you how beatboxing is done.,ShockWave,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502017,-74.450609,486,Turkish Cultural Festival,"Explore artistic traditions (music, calligraphy, and tile painting) and sample yummy Turkish tea, coffee, and desserts.",Turkish Students Association,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502207,-74.450805,487,Learn Irish Dance,Put your best foot forward! Club members teach a beginner group dance.,Rutgers Irish Dance Club,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,Yes,Yes,no
40.500528,-74.446827,488,Commencement Shout-Outs,Graduating students: Videotape special messages to friends and family: see them at commencement on the stadium's Jumbotron.,Office of the Secretary of the University,no,College Avenue,Voorhees Mall Area,Murray Hall,Yes,no,no,no,no,no,no,no,no
40.500201,-74.447106,490,R Garden,Visit our interactive art installation made of large block R sculptures decorated by various departments then decorate your own R!,Office of Community Affairs,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,no,no,Yes,no
40.500671,-74.447565,495,Snapshots of Italy,"It's all about Italy: sample traditional foods, play soccer and bocce, take a crash course in Italian, and more.",Department of Italian,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,no,no,Yes,no
40.500851,-74.447206,499,B&N at RU,Spin the wheel or pick a lollipop to see if you win a prize.,Barnes & Noble at Rutgers University,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,no,no,no,no
40.502699,-74.450305,501,"""Party of Fore""",Play an interactive game and learn how Rutgers partners with the local community.,Alpha Delta Phi,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.502836,-74.450464,540,Project Sunshine,"Children's temporary tattoos! Make cards for children in hospitals! Donate for a ""ray of sunshine"" to add to our sun!",Project Sunshine,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.500809,-74.447021,546,Rutgers African-American Alumni Alliance (RAAA),Learn more about this alumni group.,Rutgers African-American Alumni Alliance (RAAA),no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,no,no,no,no
40.478309,-74.436671,3,Bright Future Photo Booth,"""Try on"" a career with hats, shades, and other fun props. Smile and download your photo.",University Career Services,no,Cook/Douglass,Farm Area,,Yes,no,no,no,no,Yes,no,no,no
40.479252,-74.4365,8,Food Science Food Court,"This traditional BBQ offers hamburgers, hot dogs, popcorn, and beverages.",Food Science Graduate Student Association,no,Cook/Douglass,Passion Puddle Area,Next to Food Science Building,Yes,no,Yes,no,no,no,no,Yes,no
40.482794,-74.43826,10,Meet and Greet Fellow Alumni,Renew old friendships or make new ones. Everyone loves browsing our library of yearbooks!,Cook Community Alumni Association,no,Cook/Douglass,Red Oak Lane Area,,no,no,no,no,no,no,no,no,no
40.478421,-74.436862,13,People Puzzles,Uncover fun facts about what people do (and why!) through trivia games.,Department of Sociology,no,Cook/Douglass,Farm Area,,Yes,Yes,no,no,no,no,no,no,no
40.484683,-74.436892,15,(9 a.m.) Discover Douglass Residential College,Learn about our community for Rutgers women and take a walking tour of our scenic campus.  Information session begins at 9 a.m.,Douglass Residential College - Office of Recruitment and New Student Program,yes,Cook/Douglass,Loree Building Area,"Douglass Student Center, Trayes Hall A",Yes,no,no,no,no,no,no,no,no
40.482015,-74.438678,18,The Giving Games,Earn funds--and make real donations!--through a game on global issues and philanthropy.,Giving What We Can,no,Cook/Douglass,Red Oak Lane Area,,Yes,Yes,no,no,no,Yes,no,no,no
40.482662,-74.435795,19,"Your Name Here--in Chinese, Japanese, or Korean","Calligraphers help you ""spell"" your name using a brush and traditional inks.",Department of Asian Languages and Cultures,no,Cook/Douglass,Loree Building Area,Lot 78,Yes,Yes,no,no,no,no,no,Yes,no
40.481725,-74.438792,20,Are You Smarter Than a Fifth Grader?,Test your knowledge about stormwater and receive a free gift.,Rutgers Environmental Health & Safety,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,Yes,Yes,no,no,no,Yes,no
40.482376,-74.43829,23,RU Nutty,Do you know your nuts? Sample some and try to win a hazelnut seedling!,Department of Plant Biology and Pathology,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,Yes,no,no,no,no,Yes,no
40.48247,-74.438013,29,Paper Windmills Plus Pie a Professor,Explore wind and solar energy through a hands-on craft. Don't miss the pie-a-professor hour from 2:35 to 3:35: all proceeds are donated to sea turtle conservation.,Students for Environmental Awareness,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,Yes,Yes,no,no,no,Yes,no
40.481774,-74.438749,31,Treat Your K-9,Keep your dog happy with homemade treats and free water.,"Kappa Omicron Nu, Nutritional Sciences National Honor Society",no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,Yes,no,no,no,Yes,no
40.478487,-74.436891,36,Blood Pressure Screening,Have your blood pressure screened and receive wellness information.,Occupational Health Department,no,Cook/Douglass,Farm Area,,Yes,no,no,no,Yes,no,no,no,no
40.482484,-74.435831,37,Rutgers University Inn and Conference Center,Tour the only hotel on the Rutgers campus.,Rutgers University Inn and Conference Center,no,Cook/Douglass,Loree Building Area,Lot 78,Yes,no,no,no,no,no,no,no,no
40.475289,-74.435878,39,Petting Zoo,"Spend some quality time with our baby farm animals, including lambs and piglets.",Veterinary Science Club,no,Cook/Douglass,Farm Area,Round House,Yes,no,no,Yes,no,no,no,Yes,no
40.482453,-74.438208,41,TIME for Goodies and Crafts,"Partake of drinks and baked goods while enjoying fandom-related games, crafts, and nerd trivia.",The Intergalactic and Mystical Enthusiasts (TIME),no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,Yes,no
40.481075,-74.438922,45,Collegiate 4-H Italian Ice and Soft Pretzel Stand,Refresh yourself with a sweet or salty treat and support Rutgers Collegiate 4-H.,Collegiate 4-H Club,no,Cook/Douglass,Passion Puddle Area,Front of Martin Hall,Yes,no,no,no,no,no,no,Yes,no
40.479215,-74.43699,49,Meteorologist for a Day,"Make your TV debut in a weather studio, and share a video link with friends and family.",Campus Information Services and RU-tv WeatherWatcher,no,Cook/Douglass,Farm Area,"Marine Sciences Building, front lawn",Yes,no,Yes,Yes,no,no,no,Yes,no
40.47919,-74.436989,50,Tornado in a Bottle,Join in fun hands-on activities to learn about our weather and atmosphere!,Meteorology Club,no,Cook/Douglass,Farm Area,"Marine Sciences Building, front lawn",Yes,no,Yes,Yes,no,no,no,Yes,no
40.483017,-74.435563,53,Star in Your Own Comic Strip,Create a comic strip starring you and take home a copy!,Office of Information Technology,no,Cook/Douglass,Loree Building Area,"Loree Computer Center, Room 013",Yes,no,Yes,no,no,no,no,Yes,no
40.48309,-74.435584,54,Green Screen Getaway,"Pose for a customized picture against a green screen, and bring home a keepsake print.",Office of Information Technology,no,Cook/Douglass,Loree Building Area,"Loree Computer Center, Room 007",Yes,Yes,Yes,no,no,no,no,Yes,no
40.476989,-74.437047,59,The Forest Where You Live,"Learn to identify common local tree species using leaves, twigs, and bark.","Department of Ecology, Evolution and Natural Resources",no,Cook/Douglass,Farm Area,,Yes,no,Yes,Yes,no,no,no,Yes,no
40.480579,-74.437019,65,Master Gardener Plant Sale,"Shop our assortment of unusual and popular vegetables, herbs, and flowers. Get your questions answered by master gardeners.",Rutgers Master Gardener Program,no,Cook/Douglass,Passion Puddle Area,Next to Bartlett Hall,Yes,no,no,Yes,no,no,no,no,no
40.475114,-74.436257,69,Meet Seeing Eye Puppies,Meet puppies and support the club's work by purchasing apparel or a handmade dog toy.,The Rutgers University Seeing Eye Puppy Raising Club,no,Cook/Douglass,Farm Area,Round House,Yes,no,Yes,Yes,no,Yes,no,Yes,no
40.475747,-74.436974,73,Animal Science BBQ,Purchase tasty BBQ items or animal science apparel.,Department of Animal Sciences,no,Cook/Douglass,Farm Area,,no,no,no,no,no,no,no,no,no
40.480445,-74.437013,74,Spring Is for Planting,Time to get growing! Browse our farm market and purchase plants for your home garden.,Rutgers Gardens,no,Cook/Douglass,Passion Puddle Area,Next to Bartlett Hall,Yes,no,no,Yes,no,no,no,no,no
40.482754,-74.433873,75,New Jersey Folk Festival,"A large-scale, multi-faceted family and educational event focused on folk singers, dancer, musicians, and crafters.",Department of American Studies,no,Cook/Douglass,Folk Festival Area,,Yes,Yes,no,no,no,no,no,Yes,no
40.478723,-74.436551,78,Scarlet Headquarters for Alumni,"Catch up with alumni and friends: photo booth, swag swap, class-year buttons, refreshments, and more.",Rutgers University Alumni Association,no,Cook/Douglass,Farm Area,Skelley Field,no,no,no,no,no,no,no,no,yes
40.482601,-74.435716,85,Women Conquer Computing!,Play computing games and learn why technology is a great field for women.,Douglass DIMACS Computing Corps,no,Cook/Douglass,Loree Building Area,,Yes,no,Yes,no,no,no,no,no,no
40.482505,-74.438153,88,New Jersey Suicide Prevention Hopeline,Learn about the statewide suicide prevention hotline.,University Behavioral Health Care,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,Yes,no,no,no,no
40.481872,-74.438645,89,Leadership through Adventure Learning,Find your inner leader! Meet staff and try out the fun and colorful equipment used in leadership-training programs.,Student Life - Leadership & Training,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,Yes,no,no,no
40.482569,-74.438089,93,Rutgers Air Force ROTC Detachment 485,Take a pushup challenge and learn about opportunities with AFROTC.,Air Force ROTC,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,Yes,no,no,no
40.481966,-74.438549,96,Doctor for a Day,Kids create a handmade doctor's bag while adults play Operation.,SEBS Pre-medical/Pre-dental Society,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,Yes,no,no,Yes,no
40.482528,-74.438131,97,Rutgers Naturalist Club,Kids--plant seeds and watch them grow at home.,Naturalist Club,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,Yes,no,no,no,Yes,no
40.476975,-74.437838,99,Petting Booth,Visit and play games with animals from the Edison Animal Shelter.,Rutgers United for the Welfare of Animals,no,Cook/Douglass,Farm Area,Nonprofit zone (ENR sidewalk),Yes,no,no,no,no,no,no,no,no
40.481424,-74.435922,105,Know Your Limits,Educate yourself about the effects of alcohol intoxication.,"Center of Alcohol Studies, Center for Communication and Health Issues, & Rutgers University Police Department",no,Cook/Douglass,Passion Puddle Area,Across from Lipman House,Yes,no,no,no,Yes,no,no,no,no
40.481183,-74.436166,106,Boisterous Biochemistry and Marvelous Microbiology,Build your own bug and see microbes in action.,Department of Biochemistry and Microbiology,no,Cook/Douglass,Passion Puddle Area,,Yes,no,Yes,Yes,no,no,no,no,no
40.475116,-74.436108,107,Companion Animal Club,"Meet dogs, rabbits, and other companion animals. Bring home a handmade toy for your own furry friend.",Companion Animal Club,no,Cook/Douglass,Farm Area,Round House,Yes,no,no,Yes,no,no,no,Yes,no
40.482615,-74.435681,108,Douglass Governing Council: Inspired by YOU!,Create an empowering inspiration board to celebrate Rutgers Day.,Douglass Governing Council,no,Cook/Douglass,Loree Building Area,,Yes,no,no,no,no,no,no,Yes,no
40.481975,-74.43878,111,Can You Dig It?,Plant your own seed to promote a greener Earth.,SEBS Governing Council,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,Yes,no,no,no,Yes,no
40.474079,-74.435613,118,(1 p.m.; 2 p.m.) High-Speed Horses,Watch a horse run on a high-speed treadmill and learn about the research and education conducted by the center.,Equine Science Center,yes,Cook/Douglass,Farm Area,Red Barn,Yes,no,Yes,Yes,no,no,no,Yes,no
40.47817,-74.436081,120,State 4-H Dog Show,"Cheer on 4-H members showing their dogs in showmanship, obedience, agility, and other contests.",Rutgers Cooperative Extension,no,Cook/Douglass,Farm Area,Skelley Field,Yes,no,no,no,no,no,no,Yes,no
40.484544,-74.435768,131,Info Tent #10,Information table,Office of Community Affairs,no,Cook/Douglass,Loree Building Area,Douglass Student Center bus stop - near loading dock on George Street,no,no,no,no,no,no,no,no,no
40.479201,-74.436967,132,Jersey Shore Sand Box,Search for shells in the sand and learn about Jersey shore marine life.,Oceanography Graduate Student Association,no,Cook/Douglass,Farm Area,"Marine Sciences Building, front lawn",Yes,no,Yes,Yes,no,no,no,Yes,no
40.482827,-74.436146,133,Info Tent #11,Information table,Office of Community Affairs,no,Cook/Douglass,Loree Building Area,Lipman Drive by Douglass Deck,no,no,no,no,no,no,no,no,no
40.47892,-74.436824,134,Info Tent #12,Information table,Office of Community Affairs,no,Cook/Douglass,Farm Area,4-way stop (by Lot 98),no,no,no,no,no,no,no,no,no
40.482248,-74.438436,136,Take Back the Tap,Learn about the downsides of the bottled water industry. Choose a reusable water bottle instead.,Take Back the Tap,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,Yes,Yes,no,no,no,Yes,no
40.482431,-74.438048,141,Designer Genes,Extract DNA from bananas using ethanol and soap. See real DNA with your naked eye!,Designer Genes,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,Yes,no,Yes,no,no,Yes,no
40.482614,-74.435613,142,Temporary Tattoos,Choose from lots of fun shapes and characters.,Douglass Student Recruitment Network,no,Cook/Douglass,Loree Building Area,,Yes,no,no,no,no,no,no,Yes,no
40.481917,-74.438839,144,Rutgers Entomology Department,Marvel at exotic insects and arachnids and have fun with bugs--including our ever-popular cockroach races!,Graduate Entomology Student Association,no,Cook/Douglass,Red Oak Lane Area,Blake Hall,Yes,no,Yes,Yes,no,no,no,Yes,no
40.482176,-74.438321,146,Climb that Tree,Can you reach the top using a rope ladder and climbing harness? Honk the horn to prove it!,Rutgers University Outdoors Club,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,Yes,no,no,Yes,Yes,no
40.48185,-74.43894,150,Inside Your Computer,Technicians from Rutgers' computer repair shop explain the mysterious inner workings of computers.,Office of Information Technology,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,Yes,no,no,Yes,no,Yes,no
40.474138,-74.43569,152,Adopt a Horse,Meet our foster horses and consider adopting one of these wonderful animals.,Rutgers University Equine Foster/Teaching program,no,Cook/Douglass,Farm Area,Red Barn,Yes,no,no,no,no,no,no,no,no
40.482564,-74.438402,154,(11 a.m.) Carnivorous Plant Tour,Look but don't touch! These plants eat their prey.,Department of Plant Biology and Pathology & Floriculture/Teaching Greenhouse,yes,Cook/Douglass,Red Oak Lane Area,Floriculture Greenhouse,Yes,no,Yes,Yes,no,no,no,no,no
40.482572,-74.438437,155,(1 p.m.) Orchid Tour,Visit our collection of fabulous orchids and wonder at the diverse species and exotic hybrids.,Department of Plant Biology and Pathology & Floriculture/Teaching Greenhouse,yes,Cook/Douglass,Red Oak Lane Area,Floriculture Greenhouse,Yes,no,Yes,Yes,no,no,no,no,no
40.482531,-74.438434,156,(2:30 p.m.) Edible vs Poisonous Plants,Poisonous or delicious? Find out which is which on a tour of edible and not-so-edible plants.,Department of Plant Biology and Pathology & Floriculture/Teaching Greenhouse,yes,Cook/Douglass,Red Oak Lane Area,Floriculture Greenhouse,no,Yes,Yes,Yes,no,no,no,no,no
40.48269,-74.438284,158,Floriculture Plant Sale,Take home some unique plants in support of the teaching greenhouse.,Department of Plant Biology and Pathology & Floriculture/Teaching Greenhouse,no,Cook/Douglass,Red Oak Lane Area,Floriculture Greenhouse,Yes,no,Yes,Yes,no,no,no,no,no
40.482521,-74.438493,159,(12 p.m.) Horticulture Therapy Tour,"Explore the role of plants in healing, rehabilitation, and training for individuals with special needs.",Department of Plant Biology and Pathology & Floriculture/Teaching Greenhouse,yes,Cook/Douglass,Red Oak Lane Area,Floriculture Greenhouse,Yes,no,Yes,Yes,no,no,no,Yes,no
40.479202,-74.436988,160,Circulation Tank,What drives motion at the bottom of the ocean? Find out--and get wet!,Oceanography Graduate Student Association,no,Cook/Douglass,Farm Area,"Marine Sciences Building, front lawn",Yes,no,Yes,Yes,no,no,no,Yes,no
40.479227,-74.436968,161,Shark Dunk Tank,"Take aim and plunge a marine biologist into the dunk tank! In between throws, learn how a hammerhead shark navigates using the Earth's magnetic field, how a thresher shark stuns fish with its tail, and how the whale shark became the biggest fish in the sea.",Oceanography Graduate Student Association,no,Cook/Douglass,Farm Area,"Marine Sciences Building, front lawn",Yes,no,Yes,no,no,no,no,Yes,no
40.482445,-74.435757,164,Exercise Science and Sport Management Club,Test your dexterity and physical prowess in these fun challenges.,Exercise Science and Sport Management Club,no,Cook/Douglass,Loree Building Area,Lot 78,Yes,no,no,no,Yes,no,Yes,Yes,no
40.482378,-74.438096,168,CROPS Plant Sale,"Tomato, melon, basil, and more: Purchase plants to grow in your garden.",Cook Researchers of Plant Science (CROPS),no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,Yes,no,no,no,no,no
40.479151,-74.436981,170,What the Duck?,"Pick a duck out of the pond, answer a marine trivia question, and win a prize!",Oceanography Club,no,Cook/Douglass,Farm Area,"Marine Sciences Building, front lawn",Yes,no,Yes,Yes,no,no,no,Yes,no
40.47836,-74.436873,172,Strike Out Hunger,Answer a foodie trivia question for a chance to throw a strike in a baseball game.,Rutgers Against Hunger,no,Cook/Douglass,Farm Area,,Yes,no,no,no,Yes,no,no,Yes,no
40.48217,-74.43853,173,Bake Sale,Treat yourself to goodies handmade by Rutgers students. All proceeds are donated to the fight against childhood hunger.,Rutgers Student Bakers,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,Yes,no
40.482417,-74.438244,175,MythBusters: Nutrition Edition,Prove you can tell food fact from food fiction and win a water bottle.,Nutrition Club,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,Yes,no,Yes,no,no,no,no
40.478837,-74.436604,185,Get Poppin' with Whole Grains,Sample popcorn seasoned with healthy alternatives to salt and butter. Learn the benefits of whole grains.,"New Jersey Institute for Food, Nutrition, and Health",no,Cook/Douglass,Farm Area,,Yes,no,Yes,no,no,no,no,Yes,no
40.479229,-74.436986,191,Ask the Weather Experts,Visit with climatologists and enjoy kid-friendly weather activities.,Rutgers Climate Institute and Office of the New Jersey State Climatologist,no,Cook/Douglass,Farm Area,"Marine Sciences Building, front lawn",Yes,no,Yes,Yes,no,no,no,Yes,no
40.480035,-74.436522,193,War of the Weeds,"Plan your defense and attack these pesky invaders of gardens, farms, and cities.","Chrysler Herbarium, Department of Ecology, Evolution, and Natural Resources, & Department of Plant Biology and Pathology",no,Cook/Douglass,Passion Puddle Area,,Yes,no,Yes,Yes,no,no,no,Yes,no
40.481236,-74.439185,195,Pulled Pork Sandwiches,Feed your hunger or purchase Cook community t-shirts.,Alpha Zeta,no,Cook/Douglass,Passion Puddle Area,,Yes,no,no,no,no,no,no,no,no
40.482219,-74.438254,200,Miniature Golf,"Fore! Take a turn on a mini-golf putting course with real bentgrass, just like the big-time.",Rutgers Turf Club,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,Yes,no
40.483064,-74.435654,210,(3 p.m.) Saving the Orangutan,Hear Rutgers primatologist Erin Vogel describe her fieldwork with the endangered orangutans of Borneo and how it might help save them from extinction.,Center for Human Evolutionary Studies,yes,Cook/Douglass,Loree Building Area,"Loree Building, room 024",Yes,no,Yes,no,no,no,no,no,no
40.479175,-74.43697,215,Jersey Coast Touch Tank,Get up close and personal with some fascinating New Jersey marine species.,Oceanography Graduate Student Association,no,Cook/Douglass,Farm Area,"Marine Sciences Building, front lawn",Yes,no,Yes,Yes,no,no,no,Yes,no
40.479215,-74.436974,221,Shark Finder!,There's a shark loose on Cook Campus! Help marine biologists find it using scientific equipment and fish-tracking methods.,Oceanography Graduate Student Association,no,Cook/Douglass,Farm Area,"Marine Sciences Building, front lawn",Yes,no,Yes,Yes,no,no,no,Yes,no
40.479309,-74.436925,223,Volcanoes of the Deep Sea and Atlantic Crossing,"Catch continuous showings of these award-winning films, featuring oceanographic exploits and discoveries.",Oceanography Graduate Student Association,no,Cook/Douglass,Farm Area,"Marine Sciences Building, Phillip Alampi Seminar Room",Yes,no,Yes,Yes,no,no,no,Yes,no
40.478105,-74.436897,227,Fresh Food for the Hub City,"Learn how the New Brunswick Community Farmers Market and FoodCorps are putting fresh, healthy foods on local tables. Purchase a plant, too!","New Brunswick Community Farmers Market, Rutgers Cooperative Extension",no,Cook/Douglass,Farm Area,,Yes,no,no,no,Yes,no,no,no,no
40.481858,-74.439126,230,(10 a.m.; 2 p.m.) Cook Campus Sketchwalk,"Stroll the campus, sketching, collecting impressions, and discussing Cook's landscape and history.",Department of Landscape Architecture,yes,Cook/Douglass,Red Oak Lane Area,Front entrance to Blake Hall,Yes,no,no,Yes,no,no,no,no,no
40.475673,-74.436382,232,Animal Handling and Showmanship Contests,Watch as students show farm animals and compete for ribbons at the 44th Annual Animal Show!,Department of Animal Sciences & Society of Animal Science,no,Cook/Douglass,Farm Area,,Yes,no,Yes,Yes,no,no,no,Yes,no
40.479853,-74.436525,233,EcoGSA Book Sale,Browse hundreds of used books across all genres.,Ecology & Evolution Graduate Student Association,no,Cook/Douglass,Passion Puddle Area,,Yes,no,no,no,no,no,no,Yes,no
40.481099,-74.438973,235,Make Your Memories at Lindley G. Cook 4-H Camp,Talk with camp staff about the benefits of this summer camp for youth ages 8 to 16.,Lindley G. Cook 4-H Camp,no,Cook/Douglass,Passion Puddle Area,Front of Martin Hall,Yes,no,no,no,no,no,Yes,Yes,no
40.481387,-74.43582,236,Walk Through a Burning Building,Experience a simulated fire and learn how you can prevent and escape fires.,Emergency Services,no,Cook/Douglass,Passion Puddle Area,Next to Lipman Hall,Yes,no,no,no,Yes,no,no,Yes,no
40.476846,-74.43717,237,The Environment and You,Stop by for hands-on demonstrations related to environmental sustainability and restoration.,Department of Environmental Sciences,no,Cook/Douglass,Farm Area,Environmental & Natural Resources Sciences Building,Yes,no,Yes,Yes,no,no,no,Yes,no
40.481342,-74.435745,238,(2 p.m.) Dorm Room Fire Demonstration,"See simulated fires throughout the day. At 2 p.m., see a live fire demo showing how sprinklers can save lives!",Emergency Services,yes,Cook/Douglass,Passion Puddle Area,Next to Lipman Hall,Yes,no,no,no,Yes,no,no,Yes,no
40.481403,-74.435879,239,Fire Extinguisher Training,Learn a skill that can potentially save your life. Hands-on demonstrations are led by fire-safety experts.,Emergency Services,no,Cook/Douglass,Passion Puddle Area,Next to Lipman Hall,Yes,no,no,no,Yes,no,no,Yes,no
40.476507,-74.43794,243,(10 a.m. to 12 p.m.) Mapping New Jersey,Discover how satellite remote sensing and innovative mapping technologies illuminate our state and beyond. Tours run continuously from 10 a.m. to 12 p.m.,Grant F. Walton Center for Remote Sensing & Spatial Analysis,yes,Cook/Douglass,Farm Area,Environmental & Natural Resources Sciences Building,Yes,no,Yes,Yes,no,no,no,Yes,no
40.482511,-74.437967,249,You Make the World Go Round,Make your own tissue-paper Earth with club members.,Environmental Science and Engineering Club,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,Yes,Yes,no,no,no,Yes,no
40.478178,-74.436897,250,Food Entrepreneurs,Learn how the Rutgers Food Accelerator program helps innovative businesses take food to the next level.,Rutgers Food Innovation Center,no,Cook/Douglass,Farm Area,,Yes,no,no,no,Yes,no,no,no,no
40.475741,-74.437122,251,90.3 The Core,"Learn more about this independent, student-run community radio station located at the Livingston Student Center.",90.3 The Core,no,Cook/Douglass,Farm Area,,no,no,no,no,no,no,no,no,no
40.481919,-74.4386,254,Bee Frame Display,Examine a frame from a bee hive and learn about the bees that live there.,"Hive, the Apiculture Society at Rutgers",no,Cook/Douglass,Red Oak Lane Area,,Yes,no,Yes,Yes,no,no,no,Yes,no
40.482408,-74.435683,258,"Active Aging - Exercise, Exercise, Exercise",Educate yourself about the benefits of exercise as you age. It's never too early (or too late!) to start.,"Center for Exercise and Aging, Department of Exercise Science and Sport Studies",no,Cook/Douglass,Loree Building Area,Lot 78,Yes,no,no,no,Yes,no,Yes,no,no
40.481817,-74.438709,261,Uncovering the Past,"Dig into archaeology, reassemble broken pottery, and enjoy other ""classic"" activities.",Classics Club,no,Cook/Douglass,Red Oak Lane Area,,Yes,Yes,Yes,no,no,no,no,Yes,no
40.481673,-74.439124,263,Landscape Plant Sale,Purchase landscape plants and learn about Rutgers' graduate program in landscape architecture.,Landscape Architecture Graduate Student Association,no,Cook/Douglass,Red Oak Lane Area,Front of Blake Hall,Yes,no,no,Yes,no,no,no,no,no
40.478658,-74.436637,270,R Cupcake Display,Stop by to taste an R cupcake.,Dining Services,no,Cook/Douglass,Farm Area,Skelley Field,Yes,no,no,no,no,no,no,Yes,no
40.481124,-74.439027,271,"Healthy Families, Healthy Communities",Have fun while learning how to improve your nutrition and increase your physical activity.,Department of Family and Community Health Sciences,no,Cook/Douglass,Passion Puddle Area,,Yes,no,no,no,Yes,no,no,Yes,no
40.478293,-74.436875,275,Clementine Eating Contest,How many of these juicy goodies can you consume?,Student-Organized Rutgers Against Hunger,no,Cook/Douglass,Farm Area,,Yes,no,no,Yes,no,no,no,Yes,no
40.482778,-74.435404,277,It's All Politics!,"Play politics-themed games, register to vote, and cast your ballot in a real voting booth.  Bonus: Find out what happens in that big, white house!",Eagleton Institute of Politics,no,Cook/Douglass,Loree Building Area,,Yes,no,no,no,no,no,no,no,no
40.48261,-74.435573,278,"Test Your ""Global"" Knowledge",How much do you know about world issues? Take a quiz and win prizes.,Douglass Residential College,no,Cook/Douglass,Loree Building Area,,Yes,Yes,no,no,no,no,no,no,no
40.482584,-74.435556,279,Make Your Own Lava Lamp,"This groovy craft relies on safe, everyday household products, while teaching the science behind an iconic '60s novelty.","Douglass Residential College, STEM Ambassadors",no,Cook/Douglass,Loree Building Area,,Yes,no,Yes,no,no,no,no,Yes,no
40.475604,-74.436835,287,Sweets and Treats,Treat yourself to yummy baked goods and root beer floats.,Endocrinology and Animal Biosciences Graduate Student Organization,no,Cook/Douglass,Farm Area,Next to Dairy Barn,Yes,no,Yes,Yes,no,Yes,no,no,no
